|stars|categories
5715|5.0|{u'Medical Centers': 1, u'Health & Medical': 1, u'Audiologist': 1, u'Doctors': 1}
5716|2.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Drugstores': 1, u'Food': 1, u'Beauty & Spas': 1, u'Convenience Stores': 1}
5717|4.0|{u'Graphic Design': 1, u'Professional Services': 1, u'Video/Film Production': 1}
5718|4.5|{u'Home Services': 1, u'Garage Door Services': 1}
5719|3.5|{u'Outlet Stores': 1, u'Shopping': 1}
5720|3.5|{u'Japanese': 1, u'Sushi Bars': 1, u'Restaurants': 1}
5721|2.5|{u'American (Traditional)': 1, u'Restaurants': 1, u'Casinos': 1, u'Arts & Entertainment': 1, u'American (New)': 1}
5722|3.5|{u'Restaurants': 1, u'Vietnamese': 1}
5723|4.5|{u'Bakeries': 1, u'Food': 1}
5724|3.0|{u'Filipino': 1, u'Restaurants': 1}
5725|3.0|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
5726|5.0|{u'Local Services': 1, u'Community Service/Non-Profit': 1}
5727|4.0|{u'Pool Halls': 1, u'Nightlife': 1}
5728|2.5|{u'Tires': 1, u'Automotive': 1, u'Car Dealers': 1, u'Auto Repair': 1}
5729|2.0|{u'Sandwiches': 1, u'Restaurants': 1}
5730|4.0|{u'Optometrists': 1, u'Eyewear & Opticians': 1, u'Shopping': 1, u'Health & Medical': 1}
5731|3.5|{u'Bikes': 1, u'Shopping': 1, u'Sporting Goods': 1}
5732|5.0|{u'Public Relations': 1, u'Professional Services': 1}
5733|1.0|{}
5734|5.0|{u'Medical Centers': 1, u'Health & Medical': 1, u'Doctors': 1}
5735|3.5|{u'Radio Stations': 1, u'Mass Media': 1}
5736|4.0|{u'Used, Vintage & Consignment': 1, u'Fashion': 1, u'Shopping': 1}
5737|4.5|{u'Steakhouses': 1, u'Argentine': 1, u'Restaurants': 1}
5738|2.5|{u'Nightlife': 1}
5739|5.0|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
5740|2.0|{u'Restaurants': 1, u'Fast Food': 1}
5741|5.0|{u'Buddhist Temples': 1, u'Religious Organizations': 1}
5742|4.0|{u'Food': 1, u'Caterers': 1, u'Meat Shops': 1, u'Delis': 1, u'Sandwiches': 1, u'Specialty Food': 1, u'Event Planning & Services': 1, u'Restaurants': 1}
5743|3.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
5744|4.0|{u'Delis': 1, u'Sandwiches': 1, u'Salad': 1, u'Restaurants': 1}
5745|4.0|{u'Local Services': 1, u'Community Service/Non-Profit': 1}
5746|5.0|{u'Local Services': 1, u'Sewing & Alterations': 1}
5747|4.5|{u'Tattoo': 1, u'Beauty & Spas': 1}
5748|4.0|{u'Breakfast & Brunch': 1, u'Restaurants': 1}
5749|3.0|{u'Dim Sum': 1, u'Chinese': 1, u'Japanese': 1, u'Sushi Bars': 1, u'Restaurants': 1}
5750|4.0|{u'Restaurants': 1, u'Vietnamese': 1}
5751|3.0|{u'Lingerie': 1, u'Shopping': 1, u'Fashion': 1}
5752|1.0|{u'Health & Medical': 1, u'Family Practice': 1, u'Doctors': 1}
5753|3.5|{u'Health & Medical': 1, u'Doctors': 1}
5754|4.5|{u'Shoe Repair': 1, u'Local Services': 1}
5755|4.0|{u'Food': 1, u'Ice Cream & Frozen Yogurt': 1}
5756|4.0|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
5757|2.5|{u'Restaurants': 1, u'Fast Food': 1}
5758|4.0|{u'Automotive': 1, u'Smog Check Stations': 1}
5759|4.0|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
5760|3.0|{u'Automotive': 1, u'Auto Parts & Supplies': 1}
5761|3.5|{u'Tires': 1, u'Automotive': 1, u'Auto Repair': 1}
5762|3.5|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Florists': 1, u'Gift Shops': 1}
5763|3.0|{u'Restaurants': 1, u'Pizza': 1}
5764|3.0|{u'Burgers': 1, u'Hot Dogs': 1, u'Restaurants': 1}
5765|4.0|{u'Food': 1, u'Grocery': 1}
5766|2.5|{u'Restaurants': 1, u'Mexican': 1, u'Tex-Mex': 1, u'Fast Food': 1}
5767|5.0|{u'Local Services': 1, u'Nanny Services': 1, u'Child Care & Day Care': 1}
5768|3.0|{u'Health & Medical': 1, u'Dermatologists': 1, u'Doctors': 1}
5769|3.5|{u'Men's Clothing': 1, u'Shopping': 1, u'Shoe Stores': 1, u'Fashion': 1, u'Women's Clothing': 1}
5770|4.5|{u'Midwives': 1, u'Health & Medical': 1, u'Doctors': 1}
5771|4.0|{u'Food': 1, u'Donuts': 1, u'Sandwiches': 1, u'Restaurants': 1}
5772|1.5|{u'Burgers': 1, u'Restaurants': 1}
5773|4.5|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
5774|3.5|{u'Beauty & Spas': 1, u'Day Spas': 1, u'Massage': 1, u'Skin Care': 1}
5775|4.0|{u'Health & Medical': 1, u'Podiatrists': 1, u'Doctors': 1}
5776|2.5|{u'Restaurants': 1, u'Fast Food': 1}
5777|3.5|{u'Mortgage Brokers': 1, u'Home Services': 1, u'Real Estate': 1}
5778|2.5|{u'Automotive': 1, u'Car Dealers': 1}
5779|5.0|{u'Oral Surgeons': 1, u'Dentists': 1, u'Health & Medical': 1}
5780|3.0|{u'Restaurants': 1, u'Fast Food': 1}
5781|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Nail Salons': 1}
5782|3.5|{u'Restaurants': 1, u'Fast Food': 1}
5783|2.0|{u'Automotive': 1, u'Auto Repair': 1}
5784|4.0|{u'Bars': 1, u'Nightlife': 1}
5785|4.0|{u'Japanese': 1, u'Sushi Bars': 1, u'Restaurants': 1}
5786|3.0|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
5787|2.0|{u'Mortgage Brokers': 1, u'Home Services': 1, u'Banks & Credit Unions': 1, u'Financial Services': 1, u'Real Estate': 1}
5788|5.0|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
5789|2.5|{u'Baby Gear & Furniture': 1, u'Shopping': 1}
5790|3.5|{u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1}
5791|4.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
5792|3.5|{u'Automotive': 1, u'Car Wash': 1, u'Gas & Service Stations': 1}
5793|5.0|{u'Pets': 1, u'Veterinarians': 1}
5794|4.0|{u'Toy Stores': 1, u'Comic Books': 1, u'Shopping': 1, u'Books, Mags, Music & Video': 1}
5795|3.5|{u'Bars': 1, u'Italian': 1, u'Nightlife': 1, u'Restaurants': 1}
5796|3.5|{u'Shopping': 1, u'Fabric Stores': 1, u'Arts & Crafts': 1}
5797|3.0|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
5798|5.0|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
5799|3.0|{u'Food': 1, u'Beer, Wine & Spirits': 1}
5800|5.0|{u'Automotive': 1, u'Motorcycle Dealers': 1}
5801|5.0|{u'Shopping': 1, u'Trophy Shops': 1}
5802|4.0|{u'Restaurants': 1, u'Pizza': 1, u'Italian': 1}
5803|2.0|{u'Home Services': 1, u'Property Management': 1, u'Real Estate': 1}
5804|3.0|{u'Shopping': 1, u'Sporting Goods': 1}
5805|4.0|{u'Health & Medical': 1, u'Dentists': 1, u'Cosmetic Dentists': 1, u'General Dentistry': 1}
5806|2.5|{u'Keys & Locksmiths': 1, u'Home Services': 1}
5807|3.5|{u'Automotive': 1, u'Oil Change Stations': 1}
5808|4.5|{u'Delis': 1, u'Restaurants': 1, u'Italian': 1}
5809|4.5|{u'Tires': 1, u'Automotive': 1, u'Auto Parts & Supplies': 1, u'Wheel & Rim Repair': 1}
5810|4.5|{u'Shopping': 1, u'Jewelry': 1}
5811|4.5|{u'Cocktail Bars': 1, u'Bars': 1, u'Nightlife': 1, u'Lounges': 1}
5812|5.0|{u'Automotive': 1, u'Auto Repair': 1}
5813|4.0|{u'Party Supplies': 1, u'Event Planning & Services': 1}
5814|4.0|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
5815|3.0|{u'Sandwiches': 1, u'Restaurants': 1}
5816|2.0|{u'Burgers': 1, u'Hot Dogs': 1, u'Restaurants': 1}
5817|3.5|{u'Food': 1, u'Bars': 1, u'Breweries': 1, u'Nightlife': 1, u'Sports Bars': 1}
5818|3.0|{u'Asian Fusion': 1, u'Dim Sum': 1, u'Restaurants': 1, u'Chinese': 1, u'Cantonese': 1}
5819|5.0|{u'Heating & Air Conditioning/HVAC': 1, u'Home Services': 1}
5820|5.0|{u'Pets': 1, u'Veterinarians': 1}
5821|2.5|{u'Accountants': 1, u'Professional Services': 1}
5822|3.0|{u'Hawaiian': 1, u'Restaurants': 1}
5823|3.5|{u'Hot Dogs': 1, u'Restaurants': 1}
5824|3.5|{u'Delis': 1, u'Sandwiches': 1, u'Restaurants': 1}
5825|4.0|{u'Mexican': 1, u'Restaurants': 1}
5826|1.0|{u'Home Services': 1}
5827|5.0|{u'Financial Services': 1, u'Insurance': 1}
5828|3.5|{u'Greek': 1, u'Mediterranean': 1, u'Restaurants': 1}
5829|3.5|{u'Automotive': 1, u'Auto Detailing': 1, u'Car Wash': 1}
5830|2.5|{u'Health & Medical': 1, u'Podiatrists': 1, u'Doctors': 1}
5831|4.0|{u'Optometrists': 1, u'Health & Medical': 1}
5832|4.5|{u'Nurseries & Gardening': 1, u'Shopping': 1, u'Home & Garden': 1}
5833|2.5|{u'Car Rental': 1, u'Hotels & Travel': 1}
5834|3.5|{u'Restaurants': 1, u'Chinese': 1, u'Fast Food': 1}
5835|3.5|{u'Restaurants': 1, u'Sandwiches': 1, u'Salad': 1, u'Barbeque': 1}
5836|4.0|{u'Food': 1}
5837|3.5|{u'Radio Stations': 1, u'Mass Media': 1}
5838|2.5|{}
5839|4.5|{u'Hobby Shops': 1, u'Toy Stores': 1, u'Shopping': 1}
5840|2.5|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
5841|3.0|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
5842|3.0|{u'Hair Salons': 1, u'Barbers': 1, u'Beauty & Spas': 1}
5843|3.5|{u'Food': 1, u'Coffee & Tea': 1}
5844|4.5|{u'Home Decor': 1, u'Home & Garden': 1, u'Shopping': 1, u'Kitchen & Bath': 1}
5845|4.0|{u'Local Services': 1, u'Self Storage': 1}
5846|2.5|{u'Restaurants': 1, u'Fast Food': 1}
5847|3.0|{u'Grocery': 1, u'Fashion': 1, u'Shopping': 1, u'Food': 1, u'Mobile Phones': 1, u'Department Stores': 1}
5848|3.0|{u'Pubs': 1, u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Restaurants': 1}
5849|4.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
5850|4.0|{u'Soup': 1, u'Sandwiches': 1, u'Salad': 1, u'Restaurants': 1}
5851|4.0|{u'Restaurants': 1, u'Chinese': 1, u'Fast Food': 1}
5852|3.0|{u'Italian': 1, u'Restaurants': 1}
5853|4.5|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
5854|2.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
5855|2.0|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
5856|4.0|{u'Steakhouses': 1, u'Restaurants': 1}
5857|3.0|{u'Education': 1, u'Colleges & Universities': 1}
5858|4.0|{u'Chinese': 1, u'Restaurants': 1}
5859|5.0|{u'Boating': 1, u'Active Life': 1}
5860|3.5|{u'Bars': 1, u'American (New)': 1, u'Pubs': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
5861|4.0|{u'Mexican': 1, u'Restaurants': 1}
5862|4.5|{u'Food': 1, u'Grocery': 1}
5863|4.5|{u'Mexican': 1, u'Restaurants': 1}
5864|4.0|{u'Restaurants': 1, u'Fast Food': 1}
5865|3.5|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Restaurants': 1}
5866|4.5|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Massage': 1}
5867|3.5|{u'Automotive': 1, u'Car Wash': 1, u'Gas & Service Stations': 1}
5868|4.0|{u'Bars': 1, u'Nightlife': 1}
5869|3.0|{u'Real Estate Services': 1, u'Home Services': 1, u'Education': 1, u'Real Estate': 1}
5870|4.5|{u'Food': 1, u'Fruits & Veggies': 1, u'Specialty Food': 1}
5871|3.0|{u'Restaurants': 1, u'Pizza': 1}
5872|2.5|{u'Restaurants': 1}
5873|4.5|{u'Restaurants': 1}
5874|4.0|{u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1}
5875|4.0|{u'Restaurants': 1, u'Sandwiches': 1, u'Pizza': 1}
5876|3.0|{u'Italian': 1, u'Restaurants': 1}
5877|2.5|{u'Soup': 1, u'Sandwiches': 1, u'Salad': 1, u'Restaurants': 1}
5878|3.5|{u'Food': 1, u'Fruits & Veggies': 1, u'Specialty Food': 1}
5879|3.5|{u'American (Traditional)': 1, u'Restaurants': 1}
5880|5.0|{u'Oral Surgeons': 1, u'General Dentistry': 1, u'Dentists': 1, u'Health & Medical': 1}
5881|3.0|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
5882|3.0|{u'Golf': 1, u'Active Life': 1}
5883|4.0|{u'Nurseries & Gardening': 1, u'Shopping': 1, u'Home & Garden': 1}
5884|2.0|{u'Restaurants': 1, u'Chicken Wings': 1, u'Fast Food': 1}
5885|3.5|{u'Food': 1, u'Ice Cream & Frozen Yogurt': 1, u'Restaurants': 1, u'Fast Food': 1}
5886|2.5|{u'Food': 1, u'Ice Cream & Frozen Yogurt': 1, u'American (Traditional)': 1, u'Restaurants': 1}
5887|4.5|{u'Movers': 1, u'Home Services': 1, u'Local Services': 1, u'Self Storage': 1}
5888|4.5|{u'Food': 1, u'Bakeries': 1, u'Grocery': 1}
5889|5.0|{u'Bikes': 1, u'Shopping': 1, u'Bike Rentals': 1, u'Sporting Goods': 1, u'Active Life': 1}
5890|2.5|{u'Restaurants': 1, u'Bowling': 1, u'Active Life': 1}
5891|3.0|{u'Restaurants': 1}
5892|4.5|{u'Food': 1, u'Coffee & Tea': 1, u'Shopping': 1, u'Arts & Crafts': 1}
5893|3.0|{u'American (Traditional)': 1, u'Restaurants': 1, u'American (New)': 1}
5894|3.0|{u'Chinese': 1, u'Restaurants': 1}
5895|2.5|{u'Restaurants': 1}
5896|3.0|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
5897|4.5|{u'Bakeries': 1, u'Food': 1, u'Desserts': 1}
5898|4.0|{u'Delis': 1, u'Restaurants': 1}
5899|2.5|{u'Seafood': 1, u'Restaurants': 1}
5900|4.0|{u'Food': 1, u'Automotive': 1, u'Grocery': 1, u'Convenience Stores': 1, u'Gas & Service Stations': 1}
5901|3.5|{u'American (Traditional)': 1, u'Seafood': 1, u'Steakhouses': 1, u'Restaurants': 1}
5902|4.0|{u'Shopping': 1, u'Fabric Stores': 1, u'Arts & Crafts': 1, u'Sporting Goods': 1, u'Home & Garden': 1}
5903|3.0|{u'Chinese': 1, u'Restaurants': 1}
5904|3.5|{u'Mediterranean': 1, u'Diners': 1, u'Restaurants': 1}
5905|5.0|{u'Performing Arts': 1, u'Arts & Entertainment': 1}
5906|4.5|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Tanning': 1, u'Nail Salons': 1}
5907|4.0|{u'Food': 1, u'Coffee & Tea': 1}
5908|3.5|{u'Mattresses': 1, u'Electronics': 1, u'Shopping': 1, u'Appliances': 1, u'Home & Garden': 1}
5909|3.5|{u'Diners': 1, u'Restaurants': 1}
5910|4.0|{u'Mortgage Brokers': 1, u'Home Services': 1, u'Banks & Credit Unions': 1, u'Financial Services': 1, u'Real Estate': 1}
5911|3.5|{u'Beauty & Spas': 1, u'Tanning': 1}
5912|1.5|{u'Home Services': 1}
5913|4.0|{u'Bikes': 1, u'Shopping': 1, u'Sporting Goods': 1}
5914|4.0|{u'Breakfast & Brunch': 1, u'Bars': 1, u'Restaurants': 1, u'Nightlife': 1, u'American (New)': 1}
5915|5.0|{u'Lingerie': 1, u'Shopping': 1, u'Adult': 1, u'Fashion': 1}
5916|3.5|{u'Russian': 1, u'Restaurants': 1}
5917|4.5|{u'Shopping': 1, u'Personal Shopping': 1}
5918|4.0|{u'Mexican': 1, u'Restaurants': 1}
5919|3.0|{u'Food': 1, u'Coffee & Tea': 1}
5920|2.5|{u'Italian': 1, u'Restaurants': 1}
5921|3.5|{u'Nightlife': 1}
5922|3.0|{u'Optometrists': 1, u'Doctors': 1, u'Health & Medical': 1, u'Ophthalmologists': 1}
5923|4.5|{u'Restaurants': 1, u'American (New)': 1}
5924|4.0|{u'Food': 1, u'Food Delivery Services': 1, u'Wholesale Stores': 1, u'Shopping': 1, u'Grocery': 1}
5925|3.5|{u'Korean': 1, u'Japanese': 1, u'Restaurants': 1}
5926|4.0|{u'Delis': 1, u'Restaurants': 1}
5927|4.0|{u'Hair Salons': 1, u'Beauty & Spas': 1}
5928|4.5|{u'Hobby Shops': 1, u'Shopping': 1, u'Arts & Crafts': 1, u'Art Supplies': 1, u'Jewelry': 1}
5929|4.5|{u'Hair Salons': 1, u'Beauty & Spas': 1}
5930|3.0|{u'Restaurants': 1}
5931|2.5|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Lounges': 1, u'Restaurants': 1}
5932|4.5|{u'Food': 1, u'Health & Medical': 1, u'Specialty Food': 1, u'Health Markets': 1}
5933|3.5|{u'Shopping': 1, u'Thrift Stores': 1}
5934|3.5|{u'Himalayan/Nepalese': 1, u'Restaurants': 1}
5935|3.5|{u'Seafood': 1, u'Caribbean': 1, u'Restaurants': 1}
5936|4.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
5937|4.0|{u'Restaurants': 1}
5938|3.5|{u'Italian': 1, u'Restaurants': 1}
5939|3.5|{u'Nightlife': 1}
5940|3.0|{u'Automotive': 1, u'Auto Repair': 1}
5941|2.5|{u'Print Media': 1, u'Mass Media': 1}
5942|3.0|{u'Local Services': 1, u'Sewing & Alterations': 1}
5943|3.5|{u'Caribbean': 1, u'Restaurants': 1}
5944|3.5|{u'Greek': 1, u'Mediterranean': 1, u'Restaurants': 1}
5945|3.5|{u'Mexican': 1, u'Restaurants': 1}
5946|4.5|{u'Vegetarian': 1, u'Restaurants': 1}
5947|5.0|{u'DJs': 1, u'Electronics': 1, u'Shopping': 1, u'Event Planning & Services': 1, u'Party Equipment Rentals': 1}
5948|4.5|{u'Shopping': 1, u'Books, Mags, Music & Video': 1, u'Vinyl Records': 1, u'Music & DVDs': 1}
5949|4.5|{u'Steakhouses': 1, u'Restaurants': 1}
5950|5.0|{u'Endodontists': 1, u'Health & Medical': 1, u'Dentists': 1, u'Cosmetic Dentists': 1, u'General Dentistry': 1}
5951|4.0|{u'Himalayan/Nepalese': 1, u'Restaurants': 1}
5952|4.0|{u'Italian': 1, u'Restaurants': 1}
5953|4.5|{u'Home Services': 1, u'Local Services': 1, u'Appliances & Repair': 1, u'Utilities': 1}
5954|3.5|{u'Steakhouses': 1, u'Restaurants': 1, u'Venues & Event Spaces': 1, u'Event Planning & Services': 1, u'Party & Event Planning': 1}
5955|4.5|{u'Food': 1, u'Coffee & Tea': 1}
5956|4.5|{u'Food': 1, u'Beer, Wine & Spirits': 1}
5957|5.0|{u'Pets': 1, u'Veterinarians': 1}
5958|4.0|{u'Food': 1, u'Coffee & Tea': 1, u'Restaurants': 1, u'Cafes': 1, u'Breakfast & Brunch': 1}
5959|4.5|{u'Shopping': 1, u'Books, Mags, Music & Video': 1, u'Music & DVDs': 1}
5960|4.5|{u'Videos & Video Game Rental': 1, u'Books, Mags, Music & Video': 1, u'Shopping': 1}
5961|5.0|{u'Leather Goods': 1, u'Fashion': 1, u'Shopping': 1, u'Accessories': 1}
5962|2.0|{u'Food': 1, u'Grocery': 1}
5963|2.5|{u'Restaurants': 1, u'Pizza': 1}
5964|4.5|{u'Performing Arts': 1, u'Fitness & Instruction': 1, u'Martial Arts': 1, u'Arts & Entertainment': 1, u'Active Life': 1}
5965|3.5|{u'Mediterranean': 1, u'Middle Eastern': 1, u'Moroccan': 1, u'Restaurants': 1}
5966|3.0|{u'Food': 1, u'Candy Stores': 1, u'Specialty Food': 1}
5967|4.5|{u'Shopping': 1, u'Books, Mags, Music & Video': 1, u'Music & DVDs': 1}
5968|3.5|{u'Sandwiches': 1, u'Restaurants': 1}
5969|3.5|{u'Food': 1, u'Grocery': 1}
5970|4.0|{u'Falafel': 1, u'Mediterranean': 1, u'Restaurants': 1}
5971|3.5|{u'Asian Fusion': 1, u'Thai': 1, u'Restaurants': 1, u'Vietnamese': 1}
5972|3.5|{u'African': 1, u'Ethiopian': 1, u'Vegan': 1, u'Restaurants': 1}
5973|4.0|{u'Optometrists': 1, u'Doctors': 1, u'Health & Medical': 1, u'Ophthalmologists': 1}
5974|4.5|{u'Bed & Breakfast': 1, u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
5975|1.0|{u'Real Estate Services': 1, u'Home Services': 1, u'Real Estate': 1}
5976|5.0|{u'Pet Stores': 1, u'Pets': 1}
5977|2.0|{u'Bars': 1, u'Nightlife': 1, u'Lounges': 1}
5978|4.0|{u'Books, Mags, Music & Video': 1, u'Shopping': 1, u'Bookstores': 1}
5979|4.0|{u'Bars': 1, u'Restaurants': 1, u'Nightlife': 1, u'American (New)': 1}
5980|4.0|{u'Shopping': 1, u'Jewelry': 1, u'Gift Shops': 1, u'Flowers & Gifts': 1, u'Books, Mags, Music & Video': 1, u'Bookstores': 1}
5981|3.5|{u'Japanese': 1, u'Sushi Bars': 1, u'Restaurants': 1}
5982|3.5|{u'Pubs': 1, u'Gay Bars': 1, u'Bars': 1, u'Nightlife': 1}
5983|3.5|{u'Wedding Planning': 1, u'Venues & Event Spaces': 1, u'Event Planning & Services': 1, u'Party & Event Planning': 1}
5984|3.0|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
5985|3.5|{u'Chinese': 1, u'Restaurants': 1}
5986|4.0|{u'Barbers': 1, u'Beauty & Spas': 1}
5987|3.5|{u'Fashion': 1, u'Shopping': 1, u'Educational Services': 1, u'Books, Mags, Music & Video': 1, u'Sports Wear': 1, u'Sporting Goods': 1, u'Bookstores': 1, u'Education': 1}
5988|4.0|{u'Food': 1, u'Juice Bars & Smoothies': 1}
5989|3.5|{u'Food': 1, u'Specialty Food': 1}
5990|4.0|{u'Asian Fusion': 1, u'Indonesian': 1, u'Restaurants': 1}
5991|4.5|{u'Shopping': 1, u'Home & Garden': 1, u'Kitchen & Bath': 1, u'Flowers & Gifts': 1, u'Gift Shops': 1}
5992|2.5|{u'Restaurants': 1, u'Fast Food': 1}
5993|4.5|{u'Fashion': 1, u'Shopping': 1, u'Jewelry': 1, u'Accessories': 1}
5994|4.5|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Florists': 1}
5995|3.5|{u'Bars': 1, u'Dive Bars': 1, u'Nightlife': 1}
5996|5.0|{u'Food': 1, u'Beer, Wine & Spirits': 1}
5997|3.5|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Lounges': 1, u'Restaurants': 1}
5998|2.5|{u'Greek': 1, u'Bars': 1, u'Restaurants': 1, u'Dive Bars': 1, u'Nightlife': 1}
5999|3.0|{u'Furniture Stores': 1, u'Home & Garden': 1, u'Mattresses': 1, u'Interior Design': 1, u'Shopping': 1, u'Home Services': 1}
6000|4.0|{u'Bars': 1, u'Nightlife': 1, u'Comedy Clubs': 1}
6001|3.5|{u'Thai': 1, u'Restaurants': 1}
6002|4.5|{u'Shopping': 1, u'Hardware Stores': 1, u'Home & Garden': 1}
6003|3.5|{u'Turkish': 1, u'Mediterranean': 1, u'Restaurants': 1}
6004|2.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
6005|4.0|{u'Greek': 1, u'Mediterranean': 1, u'Mexican': 1, u'Restaurants': 1}
6006|4.5|{u'Home Decor': 1, u'Shopping': 1, u'Home & Garden': 1}
6007|4.5|{u'Men's Clothing': 1, u'Fashion': 1, u'Shopping': 1}
6008|3.0|{u'American (Traditional)': 1, u'Bars': 1, u'Restaurants': 1, u'Dive Bars': 1, u'Nightlife': 1}
6009|5.0|{u'Automotive': 1, u'Body Shops': 1, u'Auto Repair': 1}
6010|4.0|{u'Bars': 1, u'Restaurants': 1, u'Dive Bars': 1, u'Nightlife': 1, u'American (New)': 1}
6011|3.5|{u'Keys & Locksmiths': 1, u'Shopping': 1, u'Hardware Stores': 1, u'Home Services': 1, u'Home & Garden': 1}
6012|4.0|{u'Food': 1, u'Coffee & Tea': 1, u'Cafes': 1, u'Restaurants': 1}
6013|2.5|{u'Italian': 1, u'Caterers': 1, u'Event Planning & Services': 1, u'Restaurants': 1}
6014|4.0|{u'Steakhouses': 1, u'Restaurants': 1, u'Italian': 1}
6015|2.0|{u'Mexican': 1, u'Restaurants': 1}
6016|2.5|{u'Home Services': 1}
6017|3.0|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
6018|4.0|{u'Shopping': 1, u'Arts & Crafts': 1, u'Jewelry': 1}
6019|4.0|{u'Restaurants': 1, u'American (New)': 1}
6020|1.5|{u'Transportation': 1, u'Taxis': 1, u'Couriers & Delivery Services': 1, u'Local Services': 1, u'Hotels & Travel': 1}
6021|3.5|{u'Bars': 1, u'American (Traditional)': 1, u'Irish': 1, u'Pubs': 1, u'Nightlife': 1, u'Restaurants': 1}
6022|4.0|{u'Breakfast & Brunch': 1, u'Restaurants': 1}
6023|3.5|{u'Afghan': 1, u'Mediterranean': 1, u'Restaurants': 1}
6024|4.0|{u'Museums': 1, u'Arts & Entertainment': 1}
6025|4.5|{u'Shopping': 1, u'Art Galleries': 1, u'Jewelry': 1, u'Arts & Entertainment': 1}
6026|4.0|{u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Pizza': 1, u'Dive Bars': 1, u'Restaurants': 1}
6027|4.5|{u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1, u'Accessories': 1}
6028|3.5|{u'Bars': 1, u'Dive Bars': 1, u'Nightlife': 1}
6029|1.0|{u'Real Estate Services': 1, u'Home Services': 1, u'Property Management': 1, u'Real Estate': 1}
6030|4.5|{u'Museums': 1, u'Arts & Entertainment': 1}
6031|4.5|{u'Food': 1, u'Beer, Wine & Spirits': 1}
6032|4.0|{u'Restaurants': 1, u'Pizza': 1}
6033|3.5|{u'Shopping': 1, u'Thrift Stores': 1}
6034|4.5|{u'Shopping': 1, u'Home & Garden': 1, u'Landscaping': 1, u'Hardware Stores': 1, u'Gardeners': 1, u'Home Services': 1}
6035|3.0|{u'French': 1, u'Restaurants': 1}
6036|3.5|{u'British': 1, u'Restaurants': 1}
6037|4.5|{u'Shopping': 1, u'Home & Garden': 1, u'Flowers & Gifts': 1, u'Tobacco Shops': 1, u'Home Decor': 1, u'Gift Shops': 1}
6038|3.0|{u'Food': 1, u'American (Traditional)': 1, u'Breweries': 1, u'Restaurants': 1}
6039|4.5|{u'Plumbing': 1, u'Home Services': 1}
6040|3.0|{u'Automotive': 1, u'Car Wash': 1}
6041|4.5|{u'Books, Mags, Music & Video': 1, u'Shopping': 1, u'Bookstores': 1}
6042|4.0|{u'Pubs': 1, u'Bars': 1, u'Nightlife': 1}
6043|4.0|{u'Shopping': 1, u'Jewelry': 1, u'Watches': 1}
